カイザーロール,タカキ 993RLカイザーロール 35g,50,個,1450,29.0,食材,1,,,0
クロワッサン,TBM  クロワッサン 約19g,10,個,485,48.5,食材,1,,,0
スライスオリーブ,スライスライプオリーブ アメリカ産,1,本,360,360.0,食材,1,,,0
パウダーチーズ,エダム パウダーチーズ ガス入り 500g,1,袋,870,870.0,食材,1,,,0
チェダースライス,ファストサーブ チェダースライス 1350g,1350,g,3222,2.4,食材,1,,,0
チェダーハーフ,ファストサーブ チェダーハーフ 640g,640,g,1396,2.2,食材,1,,,0
チーズソースレッドチェダー,クラフト  チーズソースレッドチェダー,300,g,275,0.9,食材,1,,,0
ケーキ いちご,フリーカットケーキ いちご,320,g,960,3.0,食材,1,,,1
ケーキ オレンジ,フリーカットケーキ オレンジ,320,g,960,3.0,食材,1,,,1
ケーキ キャラメル,フリーカットケーキ キャラメル,510,g,960,1.9,食材,1,,,1
ミルクレープ,フリーカットケーキ ミルクレープ,480,g,1025,2.1,食材,1,,,1
ケーキ マロン,フリーカットケーキ マロン,400,g,940,2.4,食材,1,,,1
ケーキ ベークドチーズ,フリーカットケーキ ベークドチーズ,520,g,980,1.9,食材,1,,,1
ケーキ ティラミス,フリーカットケーキ ティラミス,460,g,920,2.0,食材,1,,,1
セパレ,セパレ(サラダ油) (ローリング),500,ml,786,1.6,食材,1,,,0
バターフレーバーオイル,バターフレーバーオイル,1350,g,850,0.6,食材,1,,,0
本ロースとんかつ100g,本ロースとんかつ 100ｇ,100,個,7400,74.0,食材,11,92020034,,1
本ロースとんかつ,本ロースとんかつ 120ｇ,100,個,8700,87.0,食材,11,9202007,,1
徳用とんかつ,徳用とんかつ 80g,180,個,6300,35.0,食材,11,97020122,,1
ロースとんかつ80,ロースとんかつ 80,150,枚,6225,41.5,食材,11,91020075,,1
ロースとんかつ 120g,ロースとんかつ 120g,100,枚,7640,76.4,食材,11,91020083,,0
ロースとんかつ 100g,ロースとんかつ 100g,120,枚,7752,64.6,食材,11,91020076,,1
エビフライ30,得用えびフライ(袋なし),400,本,9280,23.2,食材,11,97030088,,0
生えび天ぷら,生えび天ぷら 30ｇ,360,個,13500,37.5,食材,11,97050002,,0
尾付えびフリッター,尾付えびフリッター,12000,g,13140,1.1,食材,11,91050047,,1
