SU-27蓋,SU-27蓋,400,枚,5720,14.3,弁当容器,18,,,1
パワーガス,業務用パワーガス RZ-860,1,本,390,390.0,厨房備品,18,,,1
エコボウル14 本体,エコボウル14 本体,1,枚,10,10.0,弁当容器,18,,,1
エコボウル14 蓋,エコボウル14 蓋,1,枚,10,10.0,弁当容器,18,,,1
クリアボウル大,クリアボウル大,1,枚,28,28.0,弁当容器,18,,,1
油用洗剤,PS-4 油汚れ用洗浄剤 5ｋｇ,1,本,1750,1750.0,厨房備品,18,,,1
BFハカマ膳8-1 本体,BFハカマ膳8-1 杉板赤本体,600,枚,17100,28.5,弁当容器,18,,,1
BFハカマ膳8-1 蓋,BFハカマ膳8 蓋,600,枚,7080,11.8,弁当容器,18,,,1
紙ケース小判15号,紙ケース小判15号 チェック柄,500,枚,1500,3.0,弁当備品,18,,,1
ココケース角特大 赤,ココケース角特大 赤,500,枚,900,1.8,弁当備品,18,,,0
ココケース角特大 黄,ココケース角特大 黄,500,枚,900,1.8,弁当備品,18,,,1
ココケース角特大 緑,ココケース角特大 緑,500,枚,900,1.8,弁当備品,18,,,1
ココケース丸型6号チェック赤,ココケース丸型6号チェック 赤,500,枚,400,0.8,弁当備品,18,,,1
ココケース丸型6号チェック黄,ココケース丸型6号チェック 黄,500,枚,400,0.8,弁当備品,18,,,1
ココケース丸型6号チェック緑,ココケース丸型6号チェック 緑,500,枚,400,0.8,弁当備品,18,,,1
白カップ,OPPソフトケース6F雲竜柄白合紙無,500,枚,680,1.4,弁当備品,18,,,0
クリアカップ6号,ＯＰＰソフトケース6Ｆ クリア,500,枚,500,1.0,弁当備品,18,,,0
クリアカップ小判8号,ラミケースＯＰＰ小判8号クリア,500,枚,1050,2.1,弁当備品,18,,,0
プラ容器 筑後,プラ容器 筑後 民芸陶器,10,枚,6240,624.0,弁当備品,18,,,0
筑後 特大 蓋,筑後 特大 蓋,10,枚,1600,160.0,弁当容器,18,,,0
食材管理ラベル月,ラベルB-909食材管理ラベル月曜日,500,枚,650,1.3,弁当備品,18,,,1
食材管理ラベル火,ラベルB-910食材管理ラベル火曜日,500,枚,650,1.3,弁当備品,18,,,1
食材管理ラベル水,ラベルB-911食材管理ラベル水曜日,500,枚,650,1.3,弁当備品,18,,,1
食材管理ラベル木,ラベルB-912食材管理ラベル木曜日,500,枚,650,1.3,弁当備品,18,,,1
食材管理ラベル金,ラベルB-913食材管理ラベル金曜日,500,枚,650,1.3,弁当備品,18,,,1
紫 カップ,OPP ケース 6Fムラサキ,500,枚,329,0.7,弁当備品,18,,,0
PSロールポリ 11号,PSロールポリ  11号,1,本,830,830.0,厨房備品,18,,,1
コピー用紙,APRIL コピー&レザー用紙A4,5,個,1850,370.0,厨房備品,18,,,1
おにぎりケース,おにぎりケース,2400,枚,8400,3.5,弁当容器,18,,,1
PSニトリル手袋S,PSニトリル手袋 粉付 ブルーS,100,枚,450,4.5,厨房備品,18,,,1
PSニトリル手袋M,PSニトリル手袋 粉付 ブルーM,100,枚,480,4.8,厨房備品,18,,,1
プラッター 身,DXプラッター 470B 身,40,枚,3240,81.0,厨房備品,18,,,0
プラッター 蓋,DXプラッター 470  蓋,40,枚,3238,81.0,厨房備品,18,,,0
たわし,たわし 老鶴 (小),3,個,306,102.0,厨房備品,18,,,1
バラン,バラン,1000,枚,97,0.1,厨房備品,18,,,1
カッパギ,FXハンドル アルミ柄S,1,本,980,980.0,厨房備品,18,,,1
ドライヤー,FXドライヤー48ｃｍ,1,本,750,750.0,厨房備品,18,,,1
ドライヤースペアゴム,FXドライヤースペアゴム 48ｃｍ,1,本,240,240.0,厨房備品,18,,,1
スポンジたわし,リエール スポンジたわしA 大袋,10,個,75,7.5,厨房備品,18,,,1
金たわし,たわしハイカール 60ｇ,1,個,180,180.0,厨房備品,18,,,1
ヴァイカンネイルブラシ,ヴァイカンネイルブラシ 6440 青,1,個,2280,2280.0,厨房備品,18,,,1
バッファー,バッファー65V 4．8L,1,本,1400,1400.0,厨房備品,18,,,1
カールケート,カールケート K-750H,1,個,165,165.0,厨房備品,1,,,1
ボンクリーナー,ボンクリーナー NO.3,1,個,75,75.0,厨房備品,1,,,1
チョンジョンコチュジャン,チョンジョンコチュジャン,500,g,380,0.8,食材,1,,,0
タコシーズニング,マコーミックタコシーズニング,230,g,756,3.3,食材,1,,,0
カゴメ）スーゴディポモドーロ,カゴメ)スーゴディポモドーロ,2550,g,1160,0.5,食材,1,,,0
ﾃﾞﾘｶ麺（ﾊｰﾄﾞ）,流し麺 ﾃﾞﾘｶﾗｰﾒﾝ (ﾊｰﾄﾞ),1000,g,349,0.3,食材,1,,,0
ﾌﾗｲﾔｰ用 油,ｻﾝﾌﾟﾗｻﾞ ｻﾝﾌﾗｲｵｲﾙ H,16.5,g,2360,143.0,食材,1,,,0
輪切り唐辛子,ｻﾝﾎｰﾑ 輪切り唐辛子,50,g,250,5.0,食材,1,,,0
キャベツサラダロール,B) 国産キャベツのサラダロール,60,個,3090,51.5,食材,10,,,0
JFDAロールキャベツ,JFDAロールキャベツ(小),10,個,220,22.0,食材,10,,,0
香ばし十五穀,ハウス 香ばし15穀,180,g,435,2.4,食材,10,,,0
日本精麦）おしむぎ,日本精麦) おしむぎ,1000,g,380,0.4,食材,10,,,0
